OID;UIDNFTN;CODE;AS_UR_OLD;OBJ_NAME;ADDRESS;PRICE_ENTR;X;Y;UNOM_BTI;ID_SPORTZ;TYPE_SPORTZ;NAME_SPORTZ;INV_LEASE;HOURS;COV_TYPE;ILLUM;FREE_CLASSES;PRICE_EQIP;Y_ACC;X_ACC;OBJ_ID;OBJ_TYPE;VED_SUBJ;OKRUG;RAYON;INV_SERV;DRESS;SOUND;FOOD;WC;WIFI;ATM;MEDIC;EXPL_OGRN;EXPL_NAME;EXPL_PHONE;EXPL_WEB;EXPL_EMAIL;STATUS;COMMENT;LAT;LON
630;2443;2443;DOGM__1851;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 856;"Южный / Чертаново Северное / Сумской пр. / Дом- 12; Корп- 6";бесплатно;6918,2025;-3422,042;2112635;2399;поле футбольное;поле футбольное;нет;с 8:00 до 21:00;песчаное;без освещения;нет;нет;;;2399;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Чертаново Северное;нет;нет;нет;нет;нет;нет;нет;нет;1037739283691;ГБОУ СОШ №856;(499) 723-32-90;"schu856.mskobr.ru; sch856.edusite.ru";sch856@sinergi.ru;;;55.63617252259458;37.60811141905944
631;2447;2447;DOGM__1855;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 851;Южный / Чертаново Северное / Кировоградская ул. / Дом- 8Г;бесплатно;6821,5689;-4368,8872;2107427;2397;поле футбольное;;нет;7.30-21.00;травяное;прожекторное освещение;нет;нет;;;2397;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Чертаново Северное;нет;нет;нет;нет;нет;нет;нет;нет;1037700089008;ГБОУ СОШ №851;(495) 312-95-02;sch851.edusite.ru;sch851@sinergi.ru;;;55.627669418326406;37.60655393140662
479;3496;3496;DOGM__2904;Государственное бюджетное образовательное учреждение города Москвы дом детского творчества;Северо-Восточный / Бабушкинский / Радужная ул. / Дом- 13;бесплатно;10410,0038;21424,4936;2124957;9978;поле футбольное;;нет;с 9:00 до 21:00;натуральное;смешанное освещение;да;нет;;;9978;учреждения (центры) дополнительного образования;Департамент образования города Москвы;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027700587144;ГБОУ ДДТ;(499) 180-55-14;ddt.dop.mskobr.ru;gouddt@yandex.ru;;;55.8592748923527;37.664492539034214
480;3386;3386;DOGM__2794;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 757;Северо-Восточный / Бабушкинский / ул. Менжинского / Дом- 30;бесплатно;10733,4872;22640,5598;2124954;10258;поле футбольное;поле футбольное;нет;сведения отсутствуют;отсыпное;уличные столбы освещения;нет;нет;;;10258;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1037739124532;ГБОУ СОШ № 757;(495) 470-79-10;sch757sv.mskobr.ru;sch757@yandex.ru;;;55.87018999082682;37.66970600119339
481;3494;3494;DOGM__2902;Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа VIII вида № 309;"Северо-Восточный / Бабушкинский / ул. Коминтерна / Дом- 16; Стр- 1";бесплатно;11345,012;21853,7581;2124969;9971;поле футбольное;;нет;с 09:00 до 21:00;специальное;без освещения;да;нет;;;9971;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Бабушкинский;нет;да;нет;нет;да;нет;нет;да;1037739049677;ГБОУ СКОШ № 309;(499) 184-37-03;www.spsh309sv.mskobr.ru;sch309@yandex.ru;;;55.863109475709884;37.67944186808069
482;2103;2103;DOGM__1511;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281;Северо-Восточный / Бабушкинский / Радужная ул. / Дом- 7;бесплатно;10655,2562;21414,5706;2124956;1306;поле футбольное;нет;нет;с 6:00 до 22:00;специальное;уличные столбы освещения;нет;нет;;;1306;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1117746676860;ГБОУ СОШ № 281;(495) 471-28-55;sch281sv.mskobr.ru;sch-281@yandex.ru;;;55.85918047236391;37.66840869945156
785;2152;2152;DOGM__1560;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1995;"Юго-Западный / Обручевский / ул. Саморы Машела / Дом- 6; Стр- 3";бесплатно;65,3251;-2107,4245;2801392;10327;поле футбольное;;нет;8.00-21.00;искусственное;уличные столбы освещения;да;нет;;;10327;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Обручевский;нет;нет;нет;нет;нет;нет;нет;нет;1037728026269;ГБОУ СОШ № 1995;(495) 438-95-67;schuz1995.mskobr.ru;school-1995@mail.ru;;;55.64802787928668;37.49929672857807
786;4117;4117;DOGM__3525;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Школа здоровья"" № 46";Юго-Западный / Обручевский / ул. Обручева / Дом- 28А;бесплатно;862,7119;-1071,3521;3000556;9308;поле футбольное;;нет;с 10:00 до 18:00;специальное;без освещения;да;нет;;;9308;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Обручевский;нет;нет;нет;нет;нет;нет;нет;нет;1027739002642;ГБОУ Центр образования № 46;(495) 936-62-27;нет;нет;;;55.65733315678441;37.51196481777066
787;248;248;DGKHIB66;Парк по Борисовским прудам;Маршала Захарова 2-10, Борисовский проезд 1-15;нет;12556,2872;-4577,8893;0;0;поле футбольное;;нет;с7до22ч;искусственное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №4""";(499) 613-79-94;нет;zelenhoz4@mail.ru;Добавлено;;55.625679352605225;37.69758391954775
788;249;249;DGKHIB67;Парк по Борисовским прудам;Маршала Захарова 2-10, Борисовский проезд 1-15;нет;12666,0895;-4563,3372;0;0;поле футбольное;;нет;с7до22ч;искусственное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №4""";(499) 613-79-94;нет;zelenhoz4@mail.ru;Добавлено;;55.62580723788398;37.69932761901633
725;2685;2685;DOGM__2093;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 896";"Южный / Орехово-Борисово Южное / Воронежская ул. / Дом- 26; Корп- 4";бесплатно;15039,068;-6477,0442;2123100;0;поле футбольное;;нет;сведения отсутствуют;искусственное;уличные столбы освещения;нет;нет;;;0;общеобразовательные учреждения;сведения отсутствуют;ЮАО;Орехово-Борисово Южное;нет;нет;нет;нет;нет;нет;нет;нет;1127747084508;ГБОУ СОШ №896;(495) 398-50-89;www.sch896.edusite.ru;sch896@sinergi.ru;;;55.60855165079861;37.73689341100041
726;1913;1913;DOGM__1321;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1220;"Северо-Восточный / Останкинский / Аргуновская ул. / Дом- 12; Корп- 2; Стр- 1";бесплатно;7695,5002;16778,2741;2126252;1391;поле футбольное;;нет;15,00 - 21,00;искусственное;без освещения;да;нет;;;1391;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Останкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027700521760;ГБОУ СОШ № 1220;(495) 683-09-08;schu1220sv.mskobr.ru;bn1220@yandex.ru;;;55.817594855301515;37.62101365750642
727;3743;3743;DOGM__3151;"Государственное бюджетное образовательное учреждение города Москвы Центр образования ""Школа здоровья"" № 287 имени С. К. Годовикова";Северо-Восточный / Останкинский / ул. Годовикова / Дом- 16А;бесплатно;8372,1001;15752,528;2126169;8695;поле футбольное;;нет;"будни: с 18:00 до 21:00; выходные с 9:00 до 21:00";искусственное;без освещения;да;нет;;;8695;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Останкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027700556190;"ГБОУ ЦО ""Школа здоровья"" № 287 имени С.К. Годовикова";(495) 615-32-00;co287sv.mskobr.ru;sch287@yandex.ru;;;55.80837092121553;37.63177592149032
729;4013;4013;DOGM__3421;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1783 ""Московский кадетский корпус Героев Космоса""";Северо-Восточный / Останкинский / 3-я Новоостанкинская ул. / Дом- 6;бесплатно;8047,9001;16766,3408;2100112;9967;поле футбольное;;нет;будни с 18:30 до 21:00, выходные с 12:00 до 21:00;искусственное;без освещения;да;нет;;;9967;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Останкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027700544321;ГБОУ кадетская школа № 1783;(495) 602-21-62;нет;sch280@ayndex.ru;;;55.81748201658544;37.62663493600005
730;1471;1471;DOGM__879;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 136;"Центральный / Пресненский / ул. Красина / Дом- 20; Стр- 1";бесплатно;5640,4766;11267,9137;2116530;9649;поле футбольное;;нет;с 14.30 до 20.00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;9649;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Пресненский;нет;нет;нет;нет;нет;нет;нет;нет;1037700036505;ГБОУ СОШ №136;(499) 254-34-44;school-136.ru;sch136@list.ru;;;55.76813063962281;37.58811924276656
731;1492;1492;DOGM__900;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1239;Центральный / Пресненский / Вспольный пер. / Дом- 6;бесплатно;5644,1134;10420,1017;2106436;9694;поле футбольное;;нет;будни с 18.00 до 21.00, выходные дни с 9.00 до 21.00;специальное;уличные столбы освещения;нет;нет;;;9694;футбольные поля;Департамент образования города Москвы;ЦАО;Пресненский;нет;нет;нет;нет;нет;да;нет;нет;1027739138900;ГБОУ центр образования №1239;(495) 690-36-48;www.coc1239.mskobr.ru;mail@1239.ru;;;55.760515816674996;37.58816000250133
732;1522;1522;DOGM__930;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2048;"Центральный / Пресненский / Мукомольный пр. / Дом- 3; Стр- 1";бесплатно;1603,5541;9353,6473;2100916;8731;поле футбольное;ГБОУ СОШ№2048;нет;8:00 до 20:00;специальное;уличные столбы освещения;да;нет;;;8731;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Пресненский;нет;да;да;да;да;да;нет;да;1117746319888;ГБОУ СОШ№2048;(499) 256-55-20;www.school105.jino.ru;school2048@yandex.ru;;;55.75096654576149;37.52379155356866
734;3734;3734;DOGM__3142;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 749;Центральный / Пресненский / Стрельбищенский пер. / Дом- 11А;бесплатно;2499,8251;10410,821;2116594;10995;поле футбольное;;нет;будни с 7. 00 до 19.00;специальное;уличные столбы освещения;да;нет;;;10995;дошкольные учреждения;Департамент образования города Москвы;ЦАО;Пресненский;нет;нет;нет;нет;нет;нет;нет;да;1027739734549;ГБОУ детский сад № 749;(499) 256-12-53;dskvp749.mskobr.ru;sadik749@yandex.ru;;;55.76045817890733;37.53807413516002
735;2637;2637;DOGM__2045;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 809;"Центральный / Пресненский / Шмитовский пр. / Дом- 42; Корп- 2";бесплатно;1422,3911;9947,5399;2113903;10998;поле футбольное;;нет;7-00 до 19-00;специальное;уличные столбы освещения;да;нет;;;10998;дошкольные учреждения;Департамент образования города Москвы;ЦАО;Пресненский;нет;нет;нет;нет;нет;нет;нет;да;1037700079328;ГБОУ детский сад № 809;(499) 259-17-41;dskv809.mskobr.ru;detsкiisad-809@mail.ru;;;55.75630124271997;37.52090934157429
736;894;894;DOGM__302;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488;Западный / Проспект Вернадского / Ленинский просп. / Дом- 132;бесплатно;687,1135;-14,757;2111661;8263;поле футбольное;футбольное поле;нет;будни (6дн.) с 16:00 до 21:00, выходной с 10:00 до 21:00;искусственное;без освещения;да;нет;;;8263;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Проспект Вернадского;нет;нет;нет;нет;нет;нет;нет;нет;1037749505979;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488;(499) 432-87-68;co1488.mskzapad.ru;co1488@mail.ru;;;55.66682357296978;37.509177268361746
737;2188;2188;DOGM__1596;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1953 ""Москва-98""";Западный / Проспект Вернадского / ул. Удальцова / Дом- 40;бесплатно;-300,145;1900,5243;3100558;10444;поле футбольное;;нет;7.00-23.00;специальное;уличные столбы освещения;да;нет;;;10444;плоскостные спортивные сооружения;Департамент образования города Москвы;ЗАО;Проспект Вернадского;нет;нет;нет;нет;нет;нет;нет;нет;1037739075428;"ГБОУ ЦО № 1953 ""Москва-98""";(499) 432-39-01;1953.mskzapad.ru;director@newolymp.net;;;55.6840264701235;37.49348582662574
542;3699;3699;DOGM__3107;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1726;Западный / Дорогомилово / ул. Дениса Давыдова / Дом- 5;бесплатно;1256,3022;7984,095;2127874;772;поле футбольное;;нет;с 8:00 до 21:00;специальное;прожекторное освещение;да;нет;;;772;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Дорогомилово;нет;нет;нет;нет;нет;нет;нет;нет;1037739450759;ГБОУ СОШ № 1726;(499) 148-99-39;sch1726.mskzapad.ru;sch1726@mail.ru;;;55.738666549514946;37.51825573808486
543;266;266;DGKHIB84;Терлецкая Дубрава;Свободный проспект, 2;нет;20247,4754;11163,1307;4200263;0;поле футбольное;;нет;с7до22ч;искусственное;без освещения;да;нет;;;0;парки (озелененные городские территории;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ВАО;Ивановское;нет;нет;нет;нет;да;нет;нет;нет;1057748437372;"ГУП ""Горзеленхоз №1""";(495) 697-22-67;нет;briza99@mail.ru;Добавлено;;55.76680242279773;37.82083117306707
544;3394;3394;DOGM__2802;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 405;Восточный / Ивановское / ул. Сталеваров / Дом- 16А;бесплатно;21329,7559;10076,1061;2122234;10191;поле футбольное;;нет;будни с 08:30 до 15:00, выходные с 08:30 до 15:00;грунтовое;без освещения;нет;нет;;;10191;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Ивановское;нет;нет;нет;нет;нет;нет;нет;нет;1037739446535;Государственное бюджетное образовательное учреждение средняя общеобразовательная школа № 405;(495) 302-25-46;sch405.mskobr.ru;bbc831@rambler.ru;;;55.75699305290799;37.83798899045135
545;1768;1768;DOGM__1176;Государственное бюджетное образовательное учреждение города Москвы лицей № 1502 при МЭИ;Восточный / Ивановское / ул. Молостовых / Дом- 10А;бесплатно;20841,5655;10435,0387;2122249;11742;поле футбольное;;нет;с16:00 до 20:30, выходные с 12:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;11742;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Ивановское;нет;нет;нет;нет;нет;нет;нет;нет;1027739012806;ГБОУ лицей № 1502 при МЭИ;(495) 307-11-61;lyceum1502.ru;lyceum1502@inbox.ru;;;55.76023796230836;37.830240609595755
546;1613;1613;DOGM__1021;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922;Восточный / Ивановское / ул. Молостовых / Дом- 6А;бесплатно;20631,7461;10750,9714;2122187;10296;поле футбольное;нет;нет;c 09.00 до 21,00;искусственное;уличные столбы освещения;да;нет;;;10296;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Ивановское;нет;нет;нет;нет;нет;нет;нет;нет;1037739286420;ГБОУ СОШ № 922;(495) 300-44-81;нет;sch922@yandex.ru;;;55.76308446312329;37.82692218441325
558;4710;4710;MSPORT90;"Стадион ""Труд"" государственного бюджетного образовательного учреждения дополнительного образования детей спортивной направленности города Москвы ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 63 ""Смена""";Капотня, 2-й квартал 2Ас1;сведения отсутствуют;18708,7646;-2871,8511;;106578;поле футбольное;;нет;Понедельник с 9:00 до 22:00 Вторник с 9:00 до 22:00 Среда с 9:00 до 22:00 Четверг с 9:00 до 22:00 Пятница с 9:00 до 22:00 Суббота с 9:00 до 22:00 Воскресенье с 9:00 до 22:00;искусственное;прожекторное освещение;да;нет;55,6408742936;37,7953475982;39748;учреждения (центры) дополнительного образования;Департамент физической культуры и спорта города Москвы;ЮВАО;Капотня;нет;да;да;нет;да;нет;нет;да;1037739519036;"Государственное бюджетное образовательное учреждение дополнительного образования детей спортивной направленности города Москвы ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 63 ""Смена"" Департамента физической культуры и спорта города Москвы";(495) 355-22-57;fs-smena63.ru;s63@mossport.ru;внесены изменения;;55.64080643694483;37.79536496246945
559;4433;4433;DOGM__3841;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 863;Юго-Западный / Коньково / ул. Введенского / Дом- 27А;бесплатно;2276,0525;-3668,8392;3000586;9415;поле футбольное;;нет;15 - 21;искусственное;уличные столбы освещения;нет;нет;;;9415;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Коньково;нет;нет;нет;нет;нет;нет;нет;нет;1037739629443;ГБОУ СОШ № 863;(495) 335-39-51;www.school863.mosuzedu.ru;school863@mosuzedu.ru;;;55.63399862246085;37.53439840797187
560;3990;3990;DOGM__3398;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 791;Юго-Западный / Коньково / ул. Бутлерова / Дом- 38А;сведения отсутствуют;3077,3615;-2822,6153;3000582;9397;поле футбольное;футбольное поле;нет;с 08-00 до 21-00;искусственное;уличные столбы освещения;да;нет;;;9397;;Департамент образования города Москвы;ЮЗАО;Коньково;нет;нет;нет;нет;нет;нет;нет;нет;1037739035443;ГБОУ СОШ № 791;(495) 334-80-21;www.school791.ru;school791@yandex.ru;;;55.6415950778338;37.54713052987462
510;1244;1244;DOGM__652;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 468;"Юго-Восточный / Кузьминки / ул. Фёдора Полетаева / Дом- 2; Корп- 8";бесплатно;17139,0459;5152,5715;2128880;9223;поле футбольное;;нет;будни с 18 до 21, выходные с 15 до 21;травяное;уличные столбы освещения;нет;нет;;;9223;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Кузьминки;нет;нет;нет;нет;нет;нет;нет;нет;1037740000000;ГБОУ СОШ № 468;(499) 175-84-32;schuv468.mskobr.ru;school468@mail.ru;;;55.71293706456095;37.770934947114284
511;4507;4507;DPIOOS11;"Природно-исторический парк ""Кузьминки-Люблино""";улица Старые Кузьминки, дом 6;бесплатно;18392,6103;2415,4591;2131267;;поле футбольное;;нет;будни с 00:00 до 24:00, выходные с 00:00 до 24:00;травяное;без освещения;нет;нет;;;;футбольные поля;Департамент природопользования и охраны окружающей среды города Москвы;ЮВАО;Кузьминки;нет;нет;нет;нет;да;нет;нет;нет;1087746155892;"ГПБУ ""Управление ООПТ по ЮВАО""";(495) 258-45-60;kuzpark.ru;info@kuzpark.ru;Добавлено;;55.688307602296966;37.79069610284891
512;4602;4602;DPIOOS106;"Природно-исторический парк ""Кузьминки-Люблино""";улица Юных Ленинцев, дом 68, корпус 2;бесплатно;17426,2177;3305,1223;;;поле футбольное;;нет;будни с 00:00 до 24:00, выходные с 00:00 до 24:00;травяное;без освещения;нет;нет;;;;футбольные поля;Департамент природопользования и охраны окружающей среды города Москвы;ЮВАО;Кузьминки;нет;нет;нет;нет;нет;нет;нет;нет;1087746155892;"ГПБУ ""Управление ООПТ по ЮВАО""";(495) 258-45-60;kuzpark.ru;info@kuzpark.ru;Добавлено;;55.69633370307579;37.77538702210791
513;974;974;DOGM__382;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 424;Юго-Восточный / Лефортово / Авиамоторная ул. / Дом- 1;бесплатно;13168,2397;10739,8893;2708301;8311;поле футбольное;;нет;будни с 8.00 до 21.00, выходные с 9.00 до 21.00;асфальтовое, бетонное;без освещения;да;нет;;;8311;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Лефортово;нет;нет;нет;нет;нет;нет;нет;нет;1097746784244;ГБОУ СОШ № 424;(495) 361-20-60;www.schuv424.mskobr.ru;shkola424@mail.ru;;;55.76324364030879;37.70802751773226
719;1882;1882;DOGM__1290;Государственное бюджетное образовательное учреждение города Москвы лицей №507;Южный / Нагатино-Садовники / Коломенский пр. / Дом- 16;бесплатно;9956,3707;-79,4501;3806173;12214;поле футбольное;;нет;8.30-19.00;искусственное;прожекторное освещение;да;нет;;;12214;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Нагатино-Садовники;нет;нет;нет;нет;нет;нет;нет;нет;1127746768820;Государственное бюджетное образовательное учреждение города Москвы лицей №507;(499) 612-50-77;schu507.mskobr.ru;sch507@sinergi.ru;;;55.66614312839389;37.65647294572479
720;1936;1936;DOGM__1344;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №978;"Южный / Нагатино-Садовники / Нагатинская наб. / Дом- 12; Корп- 1";бесплатно;9164,1749;1637,8676;3801987;12240;поле футбольное;;нет;с 06:00 до 22:00;искусственное;смешанное освещение;нет;нет;;;12240;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Нагатино-Садовники;нет;нет;нет;нет;нет;нет;нет;да;1127747241060;ГБОУ СОШ №978;(499) 618-10-01;schu978.mskobr.ru;sch978@sinergi.ru;;;55.681583136185736;37.64394099179304
527;4322;4322;DOGM__3730;"Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования с углубленным изучением предметной области ""Искусство"" № 61";"Юго-Западный / Черемушки / ул. Цюрупы / Дом- 10; Корп- 1";бесплатно;4935,208;304,9217;2113482;9834;поле футбольное;;нет;ежедневно с 9:00 до 21:00;искусственное;смешанное освещение;нет;нет;;;9834;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Черёмушки;нет;нет;нет;нет;нет;нет;нет;нет;1027700482930;ГБОУ школа-интернат № 61;(499) 120-00-98;нет;нет;;;55.66967126458875;37.57668956973543
528;3170;3170;DOGM__2578;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1115";Юго-Западный / Черемушки / Перекопская ул. / Дом- 28;бесплатно;4540,1497;-592,5918;2800290;9458;поле футбольное;;нет;ежедневно с 8:00 до 22:00;искусственное;без освещения;да;нет;;;9458;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Черёмушки;нет;нет;нет;нет;нет;да;нет;нет;1037700241688;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1115";(495) 332-64-22;shc1115.mosuzedu.ru;shc1115@mosuzedu.ru;;;55.66161370751662;37.57039675225795
603;1247;1247;DOGM__655;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1913;Зеленоградский / Крюково / Зеленоград / Корп- 1632;бесплатно;-21084,7332;34031,0999;3700093;10364;поле футбольное;;нет;с 9:00 до 21:00;грунтовое;уличные столбы освещения;да;нет;;;10364;общеобразовательные учреждения;Департамент образования города Москвы;ЗелАО;Крюково;нет;нет;нет;нет;нет;нет;нет;нет;1027739317847;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1913;(499) 717-14-29;schzg1913.mskobr.ru;s1913@yandex.ru;;;55.97214338869003;37.16055122110111
604;2474;2474;DOGM__1882;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1940;Зеленоградский / Крюково / Зеленоград / Корп- 1642;бесплатно;-21163,1993;34363,6937;3700170;11210;поле футбольное;;нет;8.00-21.00;грунтовое;уличные столбы освещения;да;нет;;;11210;общеобразовательные учреждения;Департамент образования города Москвы;ЗелАО;Крюково;нет;нет;нет;нет;нет;нет;нет;нет;1027739363860;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1940;(499) 738-21-11;schzg1940.mskobr.ru;s1940@zou.ru;;;55.97512702359539;37.159268278022786
618;850;850;DOGM__258;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1584;"Западный / Кунцево / Рублёвское шоссе / Дом- 24; Корп- 3";бесплатно;-4353,937;8697,1907;2127020;7501;поле футбольное;;нет;будни и выходные с 16.00 до 21.00;искусственное;уличные столбы освещения;да;нет;;;7501;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Кунцево;нет;нет;нет;нет;нет;нет;нет;нет;1077763823268;ГБОУ гимназия № 1584;(495) 415-48-50;gym1584.mskzapad.ru;school1131@mail.ru;;;55.74505218692233;37.428927787897926
619;3683;3683;DOGM__3091;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806;Западный / Кунцево / Полоцкая ул. / Дом- 21;бесплатно;-4696,9423;7272,1349;2127065;505;поле футбольное;;нет;c 9.00 до 21.00;отсыпное;без освещения;да;нет;;;505;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Кунцево;нет;нет;нет;нет;нет;нет;нет;нет;1027700507306;ГБОУ СОШ № 806;(495) 416-04-20;sch806.mskzapad.ru;school_806@mail.ru;;;55.73224944520671;37.42349121721811
620;883;883;DOGM__291;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 659";Западный / Кунцево / Ельнинская ул. / Дом- 24;бесплатно;-4898,1604;8137,671;2127021;7888;поле футбольное;;нет;08:30 - 20:00;специальное;без освещения;нет;нет;;;7888;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Кунцево;нет;нет;нет;нет;нет;нет;нет;нет;1037739246896;ГБОУ СОШ № 659;(499) 141-44-52;schz659.mskzapad.ru;659school@mail.ru;;;55.74002142036244;37.42027246186
621;4761;4761;MSPORT141;"Спортивные зал Футбольный клуб ""Строгино""";ул. Василия Ботылева 41;только для учащихся;-9135,6207;13550,4047;;106935;поле футбольное;;нет;Понедельник с 8:00 до 18:00 Вторник с 8:00 до 18:00 Среда с 8:00 до 18:00 Четверг с 8:00 до 18:00 Пятница с 8:00 до 18:00 Суббота с до Воскресенье с до;травяное;прожекторное освещение;да;нет;55,7888926031;37,3525035111;39820;футбольные поля;Департамент физической культуры и спорта города Москвы;ЗАО;Кунцево;нет;да;нет;нет;да;нет;нет;нет;1037739019526;"Государственное бюджетное учреждение города Москвы Футбольный клуб ""Строгино"" Департамента физической культуры и спорта города Москвы";(499) 727-40-05;fs94.ru;s94@mossport.ru;внесены изменения;;55.7885745034833;37.35262568737828
514;1901;1901;DOGM__1309;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 416;"Юго-Восточный / Лефортово / Шепелюгинская ул. / Дом- 21/13; Стр- 1";бесплатно;12903,925;8713,9453;2120503;9196;поле футбольное;;нет;будни с 18:00 до 21:00, выходные с 10:00 до 21:00;искусственное;без освещения;да;нет;;;9196;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Лефортово;нет;нет;нет;нет;нет;нет;нет;нет;1037739170336;ГБОУ СОШ №416;(495) 361-30-34;"schuv416.mskobr.ru; www.s416.ru";school416@inbox.ru;;;55.7450543638605;37.70372208736487
